name,lon_lat,coor_type,category,city
فيضة المغمية,"[[45.002918, 27.846737]]",POINT,تجمع مياه,northern_border
فيضة المفك,"[[44.283485, 29.079437]]",POINT,تجمع مياه,northern_border
فيضة المكيمن,"[[41.557331, 30.783863]]",POINT,تجمع مياه,northern_border
فيضة المكيمن,"[[41.65329, 31.278934]]",POINT,تجمع مياه,northern_border
فيضة المليساء,"[[44.858379, 29.167671]]",POINT,تجمع مياه,northern_border
فيضة المناخ,"[[43.332996, 29.323883]]",POINT,تجمع مياه,northern_border
فيضة المندسة,"[[42.313371, 29.854081]]",POINT,تجمع مياه,northern_border
فيضة المنفهق,"[[40.395484, 31.512587]]",POINT,تجمع مياه,northern_border
فيضة الناصفة,"[[42.661972, 29.796639]]",POINT,تجمع مياه,northern_border
فيضة النسوان,"[[43.857894, 28.783836]]",POINT,تجمع مياه,northern_border
فيضة النظيم,"[[44.057407, 29.651413]]",POINT,تجمع مياه,northern_border
فيضة النعام,"[[41.746159, 29.794922]]",POINT,تجمع مياه,northern_border
فيضة الهرارة,"[[44.621272, 28.773794]]",POINT,تجمع مياه,northern_border
فيضة ام اشيحية,"[[41.795511, 29.781532]]",POINT,تجمع مياه,northern_border
فيضة ام الحيران,"[[45.14617, 29.122717]]",POINT,تجمع مياه,northern_border
فيضة ام الركبان,"[[44.478815, 28.272414]]",POINT,تجمع مياه,northern_border
فيضة ام السحال,"[[44.633889, 28.344083]]",POINT,تجمع مياه,northern_border
فيضة ام الشعراء,"[[45.33901, 29.079738]]",POINT,تجمع مياه,northern_border
فيضة ام الضيان,"[[44.770167, 28.284945]]",POINT,تجمع مياه,northern_border
فيضة ام العبيد,"[[45.47754, 29.056907]]",POINT,تجمع مياه,northern_border
فيضة ام العصافير,"[[43.558559, 29.193592]]",POINT,تجمع مياه,northern_border
فيضة ام الغنم,"[[44.641743, 28.602047]]",POINT,تجمع مياه,northern_border
فيضة ام القطاء,"[[42.456837, 29.599829]]",POINT,تجمع مياه,northern_border
فيضة ام المشاهيب,"[[42.931137, 29.775352]]",POINT,تجمع مياه,northern_border
فيضة ام باب,"[[42.852345, 29.879894]]",POINT,تجمع مياه,northern_border
فيضة ام بريبك,"[[41.920459, 30.197768]]",POINT,تجمع مياه,northern_border
فيضة ام بريبك,"[[44.245377, 29.037724]]",POINT,تجمع مياه,northern_border
فيضة ام ثمائل,"[[42.738361, 29.192734]]",POINT,تجمع مياه,northern_border
فيضة ام ثمايل,"[[42.942467, 29.605408]]",POINT,تجمع مياه,northern_border
فيضة ام جرس,"[[44.633503, 29.230499]]",POINT,تجمع مياه,northern_border
فيضة ام حجول,"[[43.983078, 28.848553]]",POINT,تجمع مياه,northern_border
فيضة ام حنو,"[[42.097893, 30.275917]]",POINT,تجمع مياه,northern_border
فيضة ام خرمة,"[[44.695044, 27.533026]]",POINT,تجمع مياه,northern_border
فيضة ام خروج,"[[43.859653, 28.903141]]",POINT,تجمع مياه,northern_border
فيضة ام خروج,"[[44.811623, 28.382213]]",POINT,تجمع مياه,northern_border
فيضة ام خفيس,"[[44.563894, 28.376441]]",POINT,تجمع مياه,northern_border
فيضة ام خليقة,"[[42.780075, 29.947529]]",POINT,تجمع مياه,northern_border
فيضة ام درو,"[[41.931896, 29.887104]]",POINT,تجمع مياه,northern_border
فيضة ام دمام الشرقية,"[[44.586296, 28.78639]]",POINT,تجمع مياه,northern_border
فيضة ام دمام الغربية,"[[44.494972, 28.801346]]",POINT,تجمع مياه,northern_border
فيضة ام ربحلاء,"[[44.608784, 28.875675]]",POINT,تجمع مياه,northern_border
فيضة ام رشاد,"[[44.079208, 28.714314]]",POINT,تجمع مياه,northern_border
فيضة ام رضمة,"[[43.504186, 29.448509]]",POINT,تجمع مياه,northern_border
فيضة ام رمة,"[[42.831531, 29.579122]]",POINT,تجمع مياه,northern_border
فيضة ام رمل,"[[44.687083, 27.579095]]",POINT,تجمع مياه,northern_border
فيضة ام سديرة,"[[42.807412, 29.798956]]",POINT,تجمع مياه,northern_border
فيضة ام سديرة,"[[43.142753, 29.766426]]",POINT,تجمع مياه,northern_border
فيضة ام شفلح,"[[43.965568, 28.192291]]",POINT,تجمع مياه,northern_border
فيضة ام شيح,"[[43.182964, 29.125614]]",POINT,تجمع مياه,northern_border
فيضة ام صخير,"[[45.158057, 28.431158]]",POINT,تجمع مياه,northern_border
فيضة ام صوان,"[[44.225636, 28.87722]]",POINT,تجمع مياه,northern_border
فيضة ام صير,"[[44.298592, 29.388428]]",POINT,تجمع مياه,northern_border
فيضة ام طعيس,"[[44.02462, 28.073502]]",POINT,تجمع مياه,northern_border
فيضة ام طليحة,"[[44.15165, 28.469181]]",POINT,تجمع مياه,northern_border
فيضة ام عجرم,"[[42.380104, 30.49633]]",POINT,تجمع مياه,northern_border
فيضة ام عصنصل,"[[43.896561, 28.808384]]",POINT,تجمع مياه,northern_border
فيضة ام عمارة,"[[42.892685, 29.619656]]",POINT,تجمع مياه,northern_border
فيضة ام عمارة,"[[44.010801, 28.862221]]",POINT,تجمع مياه,northern_border
فيضة ام عواقيل,"[[43.837059, 29.106367]]",POINT,تجمع مياه,northern_border
فيضة ام عواقيل,"[[43.684902, 28.812847]]",POINT,تجمع مياه,northern_border
فيضة ام غمارة,"[[44.964981, 27.849827]]",POINT,تجمع مياه,northern_border
فيضة ام غيران,"[[42.882729, 29.855862]]",POINT,تجمع مياه,northern_border
فيضة ام قليب,"[[42.776127, 29.182262]]",POINT,تجمع مياه,northern_border
فيضة ام قليب,"[[44.658051, 28.796368]]",POINT,تجمع مياه,northern_border
فيضة ام قليب,"[[45.236549, 29.083042]]",POINT,تجمع مياه,northern_border
فيضة ام لقف الشرقية,"[[43.848324, 28.923225]]",POINT,تجمع مياه,northern_border
فيضة ام لقف الغربية,"[[43.839054, 28.927174]]",POINT,تجمع مياه,northern_border
فيضة ام مسجد,"[[44.017603, 28.872349]]",POINT,تجمع مياه,northern_border
فيضة ام مسجد,"[[44.797118, 28.508942]]",POINT,تجمع مياه,northern_border
فيضة ام منتريس,"[[43.855877, 29.05652]]",POINT,تجمع مياه,northern_border
فيضة ام نثيلة,"[[44.874108, 27.888]]",POINT,تجمع مياه,northern_border
فيضة ام نخلة,"[[43.418655, 29.843845]]",POINT,تجمع مياه,northern_border
فيضة ام نصلة,"[[42.941608, 29.869251]]",POINT,تجمع مياه,northern_border
فيضة ام نصلة,"[[43.141422, 29.296074]]",POINT,تجمع مياه,northern_border
فيضة ام نصله,"[[44.761605, 28.667922]]",POINT,تجمع مياه,northern_border
فيضة ام نصيلة,"[[42.708149, 29.823074]]",POINT,تجمع مياه,northern_border
فيضة ام نويطير,"[[43.914757, 29.102268]]",POINT,تجمع مياه,northern_border
فيضة ام هشيم,"[[43.323898, 30.194721]]",POINT,تجمع مياه,northern_border
فيضة امهات صيوان,"[[44.270096, 28.974037]]",POINT,تجمع مياه,northern_border
فيضة بدنة,"[[40.956988, 30.964236]]",POINT,تجمع مياه,northern_border
فيضة برغش,"[[44.966311, 28.34404]]",POINT,تجمع مياه,northern_border
فيضة بريدة,"[[44.435921, 28.415451]]",POINT,تجمع مياه,northern_border
فيضة بطحاء,"[[42.032382, 30.243495]]",POINT,تجمع مياه,northern_border
فيضة بلادية الحسكي,"[[43.894329, 28.171177]]",POINT,تجمع مياه,northern_border
فيضة بلادية الشويرعات,"[[44.026895, 28.016295]]",POINT,تجمع مياه,northern_border
فيضة بن عمعوم,"[[44.938202, 27.875576]]",POINT,تجمع مياه,northern_border
فيضة بيوض,"[[41.802721, 30.295079]]",POINT,تجمع مياه,northern_border
فيضة تلعه,"[[43.117046, 28.980818]]",POINT,تجمع مياه,northern_border
فيضة جرذية,"[[41.717856, 30.326021]]",POINT,تجمع مياه,northern_border
فيضة جلاعدة,"[[43.217983, 29.990273]]",POINT,تجمع مياه,northern_border
فيضة حمراء الاصفر,"[[41.961572, 30.237207]]",POINT,تجمع مياه,northern_border
فيضة خثال,"[[43.838475, 28.417554]]",POINT,تجمع مياه,northern_border
فيضة خزينة,"[[43.36441, 29.881611]]",POINT,تجمع مياه,northern_border
فيضة خشم خنيفس,"[[43.395996, 29.060061]]",POINT,تجمع مياه,northern_border
فيضة دوش,"[[42.827239, 29.051135]]",POINT,تجمع مياه,northern_border
فيضة دويرة كريم,"[[45.137544, 28.433518]]",POINT,تجمع مياه,northern_border
فيضة ذراية,"[[43.809335, 28.737466]]",POINT,تجمع مياه,northern_border
فيضة ربيعة,"[[44.019256, 28.791647]]",POINT,تجمع مياه,northern_border
فيضة رديفة نقدة,"[[43.391876, 29.807453]]",POINT,تجمع مياه,northern_border
فيضة رميلان,"[[44.011209, 28.369896]]",POINT,تجمع مياه,northern_border
فيضة زعبية,"[[44.1465, 28.933182]]",POINT,تجمع مياه,northern_border
فيضة سامودة,"[[44.921079, 27.912912]]",POINT,تجمع مياه,northern_border
فيضة سبع الرجل,"[[42.418728, 29.589958]]",POINT,تجمع مياه,northern_border
فيضة سدر,"[[43.742065, 29.454346]]",POINT,تجمع مياه,northern_border
فيضة سدر,"[[44.032474, 28.329105]]",POINT,تجمع مياه,northern_border
فيضة سدر,"[[45.187669, 28.139055]]",POINT,تجمع مياه,northern_border
فيضة سدر,"[[45.296695, 28.242631]]",POINT,تجمع مياه,northern_border
فيضة سعود,"[[43.557851, 29.32236]]",POINT,تجمع مياه,northern_border
فيضة سنار,"[[41.687794, 29.706688]]",POINT,تجمع مياه,northern_border
فيضة سنار الشرقية,"[[41.79637, 29.658966]]",POINT,تجمع مياه,northern_border
فيضة سند,"[[44.213448, 28.752766]]",POINT,تجمع مياه,northern_border
فيضة شافي,"[[41.559134, 30.371511]]",POINT,تجمع مياه,northern_border
فيضة شافي,"[[44.04979, 28.885846]]",POINT,تجمع مياه,northern_border
فيضة شريف الجعيب,"[[41.553683, 30.754488]]",POINT,تجمع مياه,northern_border
فيضة شعيب مديسيس ابارواث,"[[43.716531, 29.441857]]",POINT,تجمع مياه,northern_border
فيضة شمر,"[[42.151966, 29.926586]]",POINT,تجمع مياه,northern_border
فيضة شنيف,"[[41.721439, 29.825649]]",POINT,تجمع مياه,northern_border
فيضة شنيف,"[[41.850014, 29.751663]]",POINT,تجمع مياه,northern_border
فيضة شهباء الحمض,"[[42.538376, 30.027866]]",POINT,تجمع مياه,northern_border
فيضة صلفيق,"[[42.718105, 29.955254]]",POINT,تجمع مياه,northern_border
فيضة صياف,"[[44.231172, 29.539382]]",POINT,تجمع مياه,northern_border
فيضة طراح,"[[44.472656, 28.579474]]",POINT,تجمع مياه,northern_border
فيضة طعيسان,"[[42.160034, 30.525513]]",POINT,تجمع مياه,northern_border
فيضة طلاع,"[[43.672543, 28.813705]]",POINT,تجمع مياه,northern_border
فيضة عاقولة ابا رواث الشرقية,"[[43.712883, 29.236186]]",POINT,تجمع مياه,northern_border
فيضة عاقولة ابا رواث الغربية,"[[43.686447, 29.222538]]",POINT,تجمع مياه,northern_border
فيضة عامر,"[[42.114222, 29.944053]]",POINT,تجمع مياه,northern_border
فيضة عدوان,"[[43.232746, 29.366112]]",POINT,تجمع مياه,northern_border
فيضة عشيبة,"[[43.848624, 28.805294]]",POINT,تجمع مياه,northern_border
فيضة عشيبة,"[[43.875103, 28.784695]]",POINT,تجمع مياه,northern_border
فيضة عضوب,"[[42.911396, 29.225006]]",POINT,تجمع مياه,northern_border
فيضة عليق,"[[43.905315, 28.727703]]",POINT,تجمع مياه,northern_border
فيضة عوافي,"[[43.731937, 28.785038]]",POINT,تجمع مياه,northern_border
فيضة عويشق,"[[42.975426, 29.400787]]",POINT,تجمع مياه,northern_border
فيضة عيدة,"[[42.725487, 29.806252]]",POINT,تجمع مياه,northern_border
فيضة عيسى,"[[43.695717, 28.805637]]",POINT,تجمع مياه,northern_border
فيضة غضبان,"[[42.076092, 29.622746]]",POINT,تجمع مياه,northern_border
فيضة غفيصة,"[[45.10746, 27.872658]]",POINT,تجمع مياه,northern_border
فيضة فاخرة,"[[44.224777, 29.158573]]",POINT,تجمع مياه,northern_border
فيضة فارس,"[[42.711883, 29.85363]]",POINT,تجمع مياه,northern_border
فيضة فضيه,"[[44.35524, 28.885632]]",POINT,تجمع مياه,northern_border
فيضة قصريه,"[[44.350841, 29.03163]]",POINT,تجمع مياه,northern_border
فيضة لقطان,"[[43.225257, 29.801402]]",POINT,تجمع مياه,northern_border
فيضة مثاور,"[[41.923099, 29.714992]]",POINT,تجمع مياه,northern_border
فيضة محطاء,"[[42.638111, 29.885902]]",POINT,تجمع مياه,northern_border
فيضة مدعج,"[[42.636051, 29.784794]]",POINT,تجمع مياه,northern_border
فيضة مرسل,"[[41.885247, 30.790579]]",POINT,تجمع مياه,northern_border
فيضة مرسل الشرقية,"[[41.93902, 30.778713]]",POINT,تجمع مياه,northern_border
فيضة مريحة,"[[42.799988, 29.883156]]",POINT,تجمع مياه,northern_border
فيضة مريحة,"[[43.437538, 29.269123]]",POINT,تجمع مياه,northern_border
فيضة مريحة,"[[44.095173, 29.603519]]",POINT,تجمع مياه,northern_border
فيضة مريحة,"[[43.77496, 28.439569]]",POINT,تجمع مياه,northern_border
فيضة مريزيق,"[[42.826939, 29.621372]]",POINT,تجمع مياه,northern_border
فيضة مشرفة,"[[43.841801, 29.354653]]",POINT,تجمع مياه,northern_border
فيضة مطلق,"[[41.835423, 30.898876]]",POINT,تجمع مياه,northern_border
فيضة معاق دروث,"[[41.681099, 30.370266]]",POINT,تجمع مياه,northern_border
فيضة مغطية,"[[44.527717, 28.458538]]",POINT,تجمع مياه,northern_border
فيضة مغمية,"[[44.658566, 27.600059]]",POINT,تجمع مياه,northern_border
فيضة مغمية,"[[44.940927, 27.825944]]",POINT,تجمع مياه,northern_border
فيضة مفك,"[[44.04243, 29.079587]]",POINT,تجمع مياه,northern_border
فيضة ملز الخيل,"[[43.453588, 29.590387]]",POINT,تجمع مياه,northern_border
فيضة منجورة,"[[44.323139, 28.894901]]",POINT,تجمع مياه,northern_border
فيضة نصلة الحلمي,"[[41.877136, 29.828053]]",POINT,تجمع مياه,northern_border
فيضة نصلة الصحين,"[[42.034721, 30.218582]]",POINT,تجمع مياه,northern_border
فيضة نعمه,"[[44.320908, 28.937302]]",POINT,تجمع مياه,northern_border
فيضة نعيمه,"[[44.345112, 28.951206]]",POINT,تجمع مياه,northern_border
فيضة نقدة,"[[43.383229, 29.787455]]",POINT,تجمع مياه,northern_border
فيضة هجرة اعيوج,"[[43.953724, 28.767872]]",POINT,تجمع مياه,northern_border
فيضة ودعة,"[[44.801903, 29.018841]]",POINT,تجمع مياه,northern_border
فيضه شمال غرب العاقوله,"[[43.06469, 29.186211]]",POINT,تجمع مياه,northern_border
قاع اقرن,"[[38.318596, 31.464672]]",POINT,تجمع مياه,northern_border
قاع البردويل,"[[41.585591, 31.009941]]",POINT,تجمع مياه,northern_border
قاع البويهي,"[[39.421241, 31.389441]]",POINT,تجمع مياه,northern_border
قاع الحنو,"[[38.398247, 31.158943]]",POINT,تجمع مياه,northern_border
قاع الخبراء,"[[41.503515, 31.067169]]",POINT,تجمع مياه,northern_border
قاع الخور,"[[39.330711, 31.217823]]",POINT,تجمع مياه,northern_border
قاع الذيع,"[[39.03687, 31.713903]]",POINT,تجمع مياه,northern_border
قاع الرديعانية,"[[38.82534, 31.543465]]",POINT,تجمع مياه,northern_border
قاع الرديفة,"[[41.542397, 31.197395]]",POINT,تجمع مياه,northern_border
قاع السادة,"[[38.606987, 31.116371]]",POINT,تجمع مياه,northern_border
قاع السمل,"[[43.519142, 29.88234]]",POINT,تجمع مياه,northern_border
قاع الشداد,"[[38.2477, 31.04084]]",POINT,تجمع مياه,northern_border
قاع المصلى,"[[38.210814, 31.639552]]",POINT,تجمع مياه,northern_border
قاع المطاوي,"[[39.907579, 31.129246]]",POINT,تجمع مياه,northern_border
قاع المقنع,"[[39.032879, 31.437035]]",POINT,تجمع مياه,northern_border
قاع المكمن,"[[38.536091, 30.945053]]",POINT,تجمع مياه,northern_border
قاع ام قحلول,"[[41.53214, 31.06204]]",POINT,تجمع مياه,northern_border
قاع دوقرا,"[[38.332157, 31.628952]]",POINT,تجمع مياه,northern_border
قاع صفية,"[[39.069271, 31.63187]]",POINT,تجمع مياه,northern_border
قاع عظامان,"[[38.163929, 31.762161]]",POINT,تجمع مياه,northern_border
قاع قبر دحام,"[[38.541927, 31.43549]]",POINT,تجمع مياه,northern_border
قاع قزيز النعام,"[[38.852978, 31.397209]]",POINT,تجمع مياه,northern_border
قاع كتيفة,"[[38.545017, 31.569729]]",POINT,تجمع مياه,northern_border
قاع مكمن المتاهة,"[[38.665352, 30.971317]]",POINT,تجمع مياه,northern_border
قاع ندفا,"[[39.720876, 31.029038]]",POINT,تجمع مياه,northern_border
قيعان الخطيمي,"[[38.631964, 31.369057]]",POINT,تجمع مياه,northern_border
قيعان المتاهة,"[[38.753049, 31.116951]]",POINT,تجمع مياه,northern_border
قيعان الهامل,"[[43.246994, 29.05946]]",POINT,تجمع مياه,northern_border
قيعان لس,"[[38.653979, 31.211493]]",POINT,تجمع مياه,northern_border
محير الاعيوج,"[[44.052258, 29.022274]]",POINT,تجمع مياه,northern_border
محير الحناتين,"[[42.738533, 28.650112]]",POINT,تجمع مياه,northern_border
محير الخد,"[[42.731667, 29.778957]]",POINT,تجمع مياه,northern_border
محير الخر,"[[42.193723, 29.387269]]",POINT,تجمع مياه,northern_border
محير العرائش,"[[43.344584, 28.502655]]",POINT,تجمع مياه,northern_border
محير خثال,"[[43.957286, 28.42279]]",POINT,تجمع مياه,northern_border
محير فراج الاوسط,"[[43.604221, 28.927002]]",POINT,تجمع مياه,northern_border
محير فراج الشرقي,"[[43.660183, 28.888721]]",POINT,تجمع مياه,northern_border
محير فراج الغربي,"[[43.559933, 28.939362]]",POINT,تجمع مياه,northern_border
محير مديسيس,"[[41.945114, 31.075001]]",POINT,تجمع مياه,northern_border
محير مغطي,"[[44.783878, 28.617003]]",POINT,تجمع مياه,northern_border
وادي ابا الرواث,"[[41.963825, 30.064645]]",POINT,تجمع مياه,northern_border
وادي ابا الرواث,"[[42.018242, 30.459294]]",POINT,تجمع مياه,northern_border
وادي ابا الرواث,"[[41.429787, 29.725227]]",POINT,تجمع مياه,northern_border
وادي ابا القد,"[[42.695253, 29.507518]]",POINT,تجمع مياه,northern_border
وادي ابا القور,"[[41.194632, 30.591388]]",POINT,تجمع مياه,northern_border
وادي ابا القور,"[[41.456051, 30.73524]]",POINT,تجمع مياه,northern_border
وادي ابا القور,"[[41.678803, 30.959494]]",POINT,تجمع مياه,northern_border
وادي ابو طرفاء,"[[37.934332, 31.283569]]",POINT,تجمع مياه,northern_border
وادي ابو نجيلة,"[[38.040848, 31.204283]]",POINT,تجمع مياه,northern_border
وادي اعيوج,"[[42.986841, 29.57938]]",POINT,تجمع مياه,northern_border
وادي اعيوج,"[[43.085031, 29.819276]]",POINT,تجمع مياه,northern_border
وادي الابيض,"[[40.383918, 31.492932]]",POINT,تجمع مياه,northern_border
وادي الابيض,"[[40.750694, 31.58181]]",POINT,تجمع مياه,northern_border
وادي الاجردي,"[[44.699142, 27.491097]]",POINT,تجمع مياه,northern_border
وادي الاعيلي,"[[38.746591, 30.931814]]",POINT,تجمع مياه,northern_border
وادي الاقرع,"[[40.38203, 30.912888]]",POINT,تجمع مياه,northern_border
وادي الباطن,"[[45.036499, 27.710395]]",POINT,تجمع مياه,northern_border
وادي الحسكي,"[[44.084852, 28.07024]]",POINT,تجمع مياه,northern_border
وادي الحلمي,"[[41.881793, 29.751835]]",POINT,تجمع مياه,northern_border
وادي الخد,"[[42.696433, 29.742522]]",POINT,تجمع مياه,northern_border
وادي الخر,"[[42.139564, 30.004048]]",POINT,تجمع مياه,northern_border
وادي الخر,"[[42.201555, 30.148222]]",POINT,تجمع مياه,northern_border
وادي الخر,"[[42.340987, 30.30246]]",POINT,تجمع مياه,northern_border
وادي الخر,"[[42.085125, 29.623346]]",POINT,تجمع مياه,northern_border
وادي الرتامي,"[[38.001452, 31.188877]]",POINT,تجمع مياه,northern_border
وادي السهل,"[[44.06275, 28.104551]]",POINT,تجمع مياه,northern_border
وادي الضباعية,"[[38.325655, 30.913918]]",POINT,تجمع مياه,northern_border
وادي الغرابة,"[[40.856287, 30.874178]]",POINT,تجمع مياه,northern_border
وادي القبر,"[[38.702753, 31.527157]]",POINT,تجمع مياه,northern_border
وادي القرية الجندلية,"[[40.949671, 31.569643]]",POINT,تجمع مياه,northern_border
وادي القرية الصفوانية,"[[40.826032, 31.456411]]",POINT,تجمع مياه,northern_border
وادي القرية الصفوانية,"[[41.022391, 31.483705]]",POINT,تجمع مياه,northern_border
وادي القلتة,"[[38.480129, 30.9799]]",POINT,تجمع مياه,northern_border
وادي القلتة,"[[38.519676, 31.031957]]",POINT,تجمع مياه,northern_border
وادي اللويزية,"[[38.816135, 31.051462]]",POINT,تجمع مياه,northern_border
وادي المابية,"[[38.132644, 31.151991]]",POINT,تجمع مياه,northern_border
وادي المراء,"[[39.636376, 31.266704]]",POINT,تجمع مياه,northern_border
وادي المراء,"[[39.770422, 31.373434]]",POINT,تجمع مياه,northern_border
وادي المراء,"[[39.919875, 31.385987]]",POINT,تجمع مياه,northern_border
وادي المراء,"[[40.308237, 31.77613]]",POINT,تجمع مياه,northern_border
وادي المسماء,"[[38.190751, 30.9849]]",POINT,تجمع مياه,northern_border
وادي الهلالي,"[[41.253383, 30.836263]]",POINT,تجمع مياه,northern_border
وادي الهلالي,"[[41.479633, 30.950568]]",POINT,تجمع مياه,northern_border
وادي الهلباء,"[[41.502936, 29.582062]]",POINT,تجمع مياه,northern_border
وادي بدنة,"[[40.519273, 31.139417]]",POINT,تجمع مياه,northern_border
وادي بدنة,"[[40.654757, 31.118732]]",POINT,تجمع مياه,northern_border
وادي بدنة,"[[40.881286, 31.04084]]",POINT,تجمع مياه,northern_border
وادي بدنة,"[[40.828671, 31.052685]]",POINT,تجمع مياه,northern_border
وادي بدنة,"[[40.73415, 31.080172]]",POINT,تجمع مياه,northern_border
وادي بدنة,"[[40.711319, 31.096931]]",POINT,تجمع مياه,northern_border
وادي بدنة,"[[40.993123, 30.97224]]",POINT,تجمع مياه,northern_border
وادي بدنة,"[[40.913429, 31.017752]]",POINT,تجمع مياه,northern_border
وادي بدينة,"[[40.635831, 31.033158]]",POINT,تجمع مياه,northern_border
وادي بدينة,"[[40.800004, 31.012065]]",POINT,تجمع مياه,northern_border
وادي تبال,"[[40.188096, 31.911077]]",POINT,تجمع مياه,northern_border
وادي تليلات النعيج,"[[38.162169, 31.688583]]",POINT,تجمع مياه,northern_border
وادي حامر,"[[40.522213, 31.310177]]",POINT,تجمع مياه,northern_border
وادي حامر,"[[41.158969, 31.395729]]",POINT,تجمع مياه,northern_border
وادي حييان,"[[39.122293, 31.155703]]",POINT,تجمع مياه,northern_border
وادي حييان,"[[39.181538, 31.242692]]",POINT,تجمع مياه,northern_border
وادي دحام,"[[38.60806, 31.503189]]",POINT,تجمع مياه,northern_border
وادي شاظي حامر,"[[40.35995, 31.210442]]",POINT,تجمع مياه,northern_border
وادي شاظي حامر,"[[40.713766, 31.209326]]",POINT,تجمع مياه,northern_border
وادي شاظي حامر,"[[40.898452, 31.213896]]",POINT,تجمع مياه,northern_border
وادي شاظي حامر,"[[41.132813, 31.331871]]",POINT,تجمع مياه,northern_border
وادي طايلة,"[[40.349994, 30.941212]]",POINT,تجمع مياه,northern_border
وادي طوقة,"[[38.872375, 30.923939]]",POINT,تجمع مياه,northern_border
وادي عرعر,"[[40.998466, 30.921042]]",POINT,تجمع مياه,northern_border
وادي عرعر,"[[41.045394, 31.022902]]",POINT,تجمع مياه,northern_border
وادي عرعر,"[[41.021276, 30.963593]]",POINT,تجمع مياه,northern_border
وادي عرعر,"[[41.30898, 31.219969]]",POINT,تجمع مياه,northern_border
وادي عنازة,"[[39.307194, 32.009697]]",POINT,تجمع مياه,northern_border
وادي فيحان,"[[42.817733, 29.053431]]",POINT,تجمع مياه,northern_border
وادي فيحان,"[[43.026409, 29.061327]]",POINT,تجمع مياه,northern_border
وادي فيحان,"[[43.357759, 29.462864]]",POINT,تجمع مياه,northern_border
وادي كريم,"[[44.89033, 28.820915]]",POINT,تجمع مياه,northern_border
وادي لويزية العمود,"[[39.415662, 31.055109]]",POINT,تجمع مياه,northern_border
وادي مثاور,"[[41.956873, 29.679372]]",POINT,تجمع مياه,northern_border
وادي معيلة,"[[41.012928, 30.905314]]",POINT,تجمع مياه,northern_border
ودي عمرو,"[[39.21999, 31.117401]]",POINT,تجمع مياه,northern_border
وديان اللويزية,"[[39.008846, 31.038823]]",POINT,تجمع مياه,northern_border
شعيب اللحفوف,"[[43.83259799999996, 29.22544]]",POINT,تجمع مياه,northern_border
فيضة مريحه,"[[43.89845600000001, 29.287792]]",POINT,تجمع مياه,northern_border
فيضة خليف,"[[43.86930200000006, 29.281813]]",POINT,تجمع مياه,northern_border
فيضة الخيمة,"[[43.79465800000003, 29.254804]]",POINT,تجمع مياه,northern_border
فيضة حمايه,"[[43.750219000000016, 29.312913]]",POINT,تجمع مياه,northern_border
فيضة السد,"[[43.77473399999997, 29.349178]]",POINT,تجمع مياه,northern_border
فيضة الخيل,"[[43.82013699999993, 29.295506]]",POINT,تجمع مياه,northern_border
فيضة خليفة,"[[43.838365299999964, 29.314268]]",POINT,تجمع مياه,northern_border
فيضة عياد,"[[43.85483599999998, 29.297363]]",POINT,تجمع مياه,northern_border
فيضة محمد,"[[43.86418200000003, 29.294337]]",POINT,تجمع مياه,northern_border
شعيب السواني,"[[43.79299400000002, 29.311896]]",POINT,تجمع مياه,northern_border
شعيب المصندق الغربي,"[[43.80831499999999, 29.270223]]",POINT,تجمع مياه,northern_border
شعيب المصندق الاوسط,"[[43.81773199999998, 29.26131]]",POINT,تجمع مياه,northern_border
شعيب المصندق الشرقي,"[[43.824900999999954, 29.252017]]",POINT,تجمع مياه,northern_border
فيضة عُميِر,"[[43.80276900000001, 29.189647]]",POINT,تجمع مياه,northern_border
فيضة ام نصله,"[[43.734104, 29.259104]]",POINT,تجمع مياه,northern_border
جبال الذيب,"[[42.043819, 29.608412]]",POINT,جبال,northern_border
جبال الرميثة,"[[43.088787, 28.62844]]",POINT,جبال,northern_border
جبال المابية,"[[38.133974, 31.080902]]",POINT,جبال,northern_border
جبال النهيدين,"[[38.528602, 30.93883]]",POINT,جبال,northern_border
جبال ام وعال,"[[38.898404, 31.79379]]",POINT,جبال,northern_border
جبل اقرن,"[[38.310742, 31.535954]]",POINT,جبال,northern_border
جبل الافضخ,"[[42.10139, 29.977505]]",POINT,جبال,northern_border
جبل الجبيل,"[[42.87039, 28.499823]]",POINT,جبال,northern_border
جبل الحنو,"[[38.320742, 31.316571]]",POINT,جبال,northern_border
جبل الخطيمي,"[[38.637714, 31.418838]]",POINT,جبال,northern_border
جبل الخلاد,"[[38.092797, 31.488061]]",POINT,جبال,northern_border
جبل الدسم الاحمر,"[[38.605571, 30.97312]]",POINT,جبال,northern_border
جبل السادة,"[[38.590164, 31.095428]]",POINT,جبال,northern_border
جبل السحامية,"[[39.145939, 31.215377]]",POINT,جبال,northern_border
جبل الشيحية,"[[39.109268, 31.098175]]",POINT,جبال,northern_border
جبل اللويزية,"[[39.141841, 31.00801]]",POINT,جبال,northern_border
جبل المتياهة,"[[38.655395, 31.054058]]",POINT,جبال,northern_border
جبل المسما,"[[38.177576, 31.127143]]",POINT,جبال,northern_border
جبل المصلى,"[[38.219891, 31.512394]]",POINT,جبال,northern_border
جبل المضبعة,"[[38.378055, 31.003568]]",POINT,جبال,northern_border
جبل المكمن,"[[38.521671, 30.983849]]",POINT,جبال,northern_border
جبل الهنيدية,"[[38.365889, 31.446798]]",POINT,جبال,northern_border
