city,neighborhood_aname,neighborhood_ename,type,subtype_name,point_aname,point_ename,postal_code,building_no,additional_no,short_address,street_aname,street_ename,CentroidX,CentroidY
الرياض,الملقا,AL-MALQA,Auto-Service,Auto Spare Parts,شركة ثري ام,3m autocare center,13525,5384,7541,RRMA5384,انس بن مالك,Anas Ibn Malik,46.5980868447342,24.8003297623827
الرياض,الملقا,AL-MALQA,Religious,Mosque,مسجد الشيخ محمد بن عبد الله العمراني,mosque alshshaykh muhammad bin eabd allh aleumrani,13525,5408,8818,RRMA5408,رقم 368,No. 368,46.5981678713187,24.8119142247726
الرياض,الملقا,AL-MALQA,Industrial,Company & Institution,السعيد لمواد البناء,,13525,5412,7554,RRMA5412,انس بن مالك,Anas Ibn Malik,46.598405692509,24.8005224987241
الرياض,الملقا,AL-MALQA,Religious,Mosque,مسجد الشيخ عبدالله محمد الحسيني,mosque alshshaykh ebdallh muhammad alhusayni,13525,5645,8280,RRMA5645,رقم 340,No. 340,46.6008465887817,24.8071391982297
الرياض,الملقا,AL-MALQA,Restaurant,Middle Eastern Restaurant,مطعم البيت البلدي,albayt albaladi restaurant,13525,5784,7730,RRMA5784,ممر92,92 Ln,46.6021291127492,24.8020586787498
الرياض,الملقا,AL-MALQA,Restaurant,Fast Food,عصير مبنى الوقت,juice time building,13525,5894,7781,RRMA5894,انس بن مالك,Anas Ibn Malik,46.603211767507,24.8025583655612
الرياض,الملقا,AL-MALQA,Pharmacy,Pharmacy,وايتس,whites pharmacy,13525,5966,7817,RRMA5966,انس بن مالك,Anas Ibn Malik,46.6039969896389,24.8028617468395
الرياض,الملقا,AL-MALQA,Resort,Rest Place,استراحة دار بخيتة,break house bakhita,13525,7175,4234,RRMB7175,شارع رقم 195,No. 195 St,46.5866676496065,24.7972149333898
الرياض,الملقا,AL-MALQA,Commercial,Trading Center,احجار دلمون,,13525,7870,5941,RRMB7870,طريق الامير محمد بن سعد بن عبد العزيز,Prince Muhammad Ibn Saad Ibn Abdulaziz Rd,46.6037233516235,24.8034090228708
الرياض,الملقا,AL-MALQA,Commercial,Trading Center,مني سوبر ماركت,Mini Super Market,13525,7938,4805,RRMB7938,رقم 235,No. 235,46.5923669820001,24.804013513
الرياض,الملقا,AL-MALQA,Commercial,Trading Center,للخضار و الفواكه,For Vegetables And Fruits,13525,7944,5125,RRMB7944,الأماسي,Al Amasi,46.5955824000001,24.8040116000001
الرياض,الملقا,AL-MALQA,Industrial,Company & Institution,القصر البارد للتكييف,,13525,8184,5791,RRMA8184,طريق الامير محمد بن سعد بن عبد العزيز,Prince Muhammad Ibn Saad Ibn Abdulaziz Rd,46.6022564194276,24.8062528490051
الرياض,الملقا,AL-MALQA,Commercial,Trading Center,تموينات,Grocery Store,13525,8296,5732,RRMC8296,طريق الامير محمد بن سعد بن عبد العزيز,Prince Muhammad Ibn Saad Ibn Abdulaziz Rd,46.6017713000002,24.8071388000001
الرياض,الملقا,AL-MALQA,Industrial,Company & Institution,شركة بيت الخبرة للاستشارات الهندسية,,13525,8326,5718,RRMC8326,طريق الامير محمد بن سعد بن عبد العزيز,Prince Muhammad Ibn Saad Ibn Abdulaziz Rd,46.6015544784309,24.8075734498634
الرياض,الملقا,AL-MALQA,Restaurant,Local Restaurant,مطعم بخاري,bukhari restaurant,13525,8474,5651,RRMA8474,طريق الامير محمد بن سعد بن عبد العزيز,Prince Muhammad Ibn Saad Ibn Abdulaziz Rd,46.6009324186608,24.8088586472899
الرياض,الملقا,AL-MALQA,Commercial,Supermarket,بندتي,pandati,13525,8502,5639,RRMA8502,طريق الامير محمد بن سعد بن عبد العزيز,Prince Muhammad Ibn Saad Ibn Abdulaziz Rd,46.6007825590353,24.8091658938618
الرياض,الملقا,AL-MALQA,Restaurant,Fast Food,الفطيرة الشهية,dar al fateera,13525,8502,5639,RRMA8502,طريق الامير محمد بن سعد بن عبد العزيز,Prince Muhammad Ibn Saad Ibn Abdulaziz Rd,46.6008340379988,24.8090671159841
الرياض,الملقا,AL-MALQA,Industrial,Company & Institution,ورشة دبي الباكستاني,dubai pakisrani shop,13525,8528,5626,RRMB8528,طريق الامير محمد بن سعد بن عبد العزيز,Prince Muhammad Ibn Saad Ibn Abdulaziz Rd,46.6006687889008,24.8093441181518
الرياض,الملقا,AL-MALQA,Pharmacy,Pharmacy,صيدلية الدواء,Aldawa Pharmacy,13525,8726,5528,RRMA8726,طريق الامير محمد بن سعد بن عبد العزيز,Prince Muhammad Ibn Saad Ibn Abdulaziz Rd,46.5997026,24.8112369
الرياض,الملقا,AL-MALQA,Restaurant,Local Restaurant,مطعم بخاري,bukhari restaurant,13525,8786,5501,RRMA8786,طريق الامير محمد بن سعد بن عبد العزيز,Prince Muhammad Ibn Saad Ibn Abdulaziz Rd,46.5993225507654,24.8115450709193
الرياض,الملقا,AL-MALQA,Commercial,Trading Center,تموينات,Grocery Store,13525,8886,5456,RRMA8886,طريق الامير محمد بن سعد بن عبد العزيز,Prince Muhammad Ibn Saad Ibn Abdulaziz Rd,46.5989217000001,24.8124989000001
الرياض,الملقا,AL-MALQA,Restaurant,Local Restaurant,فوال النخيل السوداني,fawal alnnakhil alssudani,13525,8916,5443,RRMA8916,طريق الامير محمد بن سعد بن عبد العزيز,Prince Muhammad Ibn Saad Ibn Abdulaziz Rd,46.5988585558691,24.8128329541889
الرياض,الملقا,AL-MALQA,Resort,Rest Place,استراحات الاعتدال,alaietidal resort,13525,9074,4579,RRMA9074,الاعتدال,Al Iatidal,46.5903329415178,24.8143265136794
الرياض,الملقا,AL-MALQA,Commercial,Trading Center,دهانات الجزيرة,,13525,9246,5281,RRMA9246,طريق الامير محمد بن سعد بن عبد العزيز,Prince Muhammad Ibn Saad Ibn Abdulaziz Rd,46.5973110337461,24.8158004989828
الرياض,الملقا,AL-MALQA,Restaurant,Local Restaurant,مطعم بخاري,bukhari restaurant,13525,9476,5171,RRMA9476,طريق الامير محمد بن سعد بن عبد العزيز,Prince Muhammad Ibn Saad Ibn Abdulaziz Rd,46.5963076985611,24.8179572474259
